variable activity subject average_value
tBodyGyroJerk-mean()-X WALKING 1 -0.0971120197265994
tBodyGyroJerk-mean()-X WALKING 3 -0.0991554609633431
tBodyGyroJerk-mean()-X WALKING 5 -0.103522877147351
tBodyGyroJerk-mean()-X WALKING 6 -0.0829159966093231
tBodyGyroJerk-mean()-X WALKING 7 -0.0942037376182662
tBodyGyroJerk-mean()-X WALKING 8 -0.107118837989899
tBodyGyroJerk-mean()-X WALKING_DOWNSTAIRS 17 -0.108510381387316
tBodyGyroJerk-mean()-X WALKING_DOWNSTAIRS 19 -0.0895939425055556
tBodyGyroJerk-mean()-X WALKING_DOWNSTAIRS 21 -0.100558317889216
tBodyGyroJerk-mean()-X WALKING_DOWNSTAIRS 22 -0.108536983918729
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 8 -0.103800903023626
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 11 -0.0805473309873418
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 14 -0.107556127062003
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 15 -0.0960910108539634
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 16 -0.107361614801257
tBodyGyroJerk-mean()-X WALKING_UPSTAIRS 17 -0.100183297172414
tBodyGyroJerk-mean()-Y LAYING 10 -0.0397793980300505
tBodyGyroJerk-mean()-Y LAYING 12 -0.043678823491875
tBodyGyroJerk-mean()-Y LAYING 13 -0.0440836605146789
tBodyGyroJerk-mean()-Y LAYING 18 -0.044169186546978
tBodyGyroJerk-mean()-Y LAYING 20 -0.0414356124141243
tBodyGyroJerk-mean()-Y LAYING 24 -0.0390749421383202
tBodyGyroJerk-mean()-Y SITTING 22 -0.0593756069681818
tBodyGyroJerk-mean()-Y SITTING 23 -0.0432722741798387
tBodyGyroJerk-mean()-Y SITTING 25 -0.0389884753435208
tBodyGyroJerk-mean()-Y SITTING 26 -0.040476400288852
tBodyGyroJerk-mean()-Y SITTING 27 -0.0450414487725798
tBodyGyroJerk-mean()-Y SITTING 28 -0.0456655215715049
tBodyGyroJerk-mean()-Y STANDING 2 -0.0433986835453642
tBodyGyroJerk-mean()-Y STANDING 4 -0.0400427574662461
tBodyGyroJerk-mean()-Y STANDING 9 -0.0397344421815972
tBodyGyroJerk-mean()-Y STANDING 10 -0.0478723615625
tBodyGyroJerk-mean()-Y STANDING 28 -0.0437809983988636
tBodyGyroJerk-mean()-Y STANDING 29 -0.0464322029527616
tBodyGyroJerk-mean()-Y STANDING 30 -0.0412903779669452
tBodyGyroJerk-mean()-Y WALKING 1 -0.0417164808293948
tBodyGyroJerk-mean()-Y WALKING 3 -0.0401923943695015
tBodyGyroJerk-mean()-Y WALKING 5 -0.0490624519374172
tBodyGyroJerk-mean()-Y WALKING 6 -0.0454921005615385
tBodyGyroJerk-mean()-Y WALKING 7 -0.0414401406082792
tBodyGyroJerk-mean()-Y WALKING 8 -0.036876527389899
tBodyGyroJerk-mean()-Y WALKING_DOWNSTAIRS 17 -0.0389503517365487
tBodyGyroJerk-mean()-Y WALKING_DOWNSTAIRS 19 -0.0383208736670278
tBodyGyroJerk-mean()-Y WALKING_DOWNSTAIRS 21 -0.0408236141863333
tBodyGyroJerk-mean()-Y WALKING_DOWNSTAIRS 22 -0.0369228007661538
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 8 -0.0418414216578022
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 11 -0.0493914065474684
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 14 -0.0433200489340217
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 15 -0.0441270690182012
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 16 -0.0416615668939617
tBodyGyroJerk-mean()-Y WALKING_UPSTAIRS 17 -0.0417622900689655
tBodyGyroJerk-mean()-Z LAYING 10 -0.0573109579154545
tBodyGyroJerk-mean()-Z LAYING 12 -0.0574585039485312
tBodyGyroJerk-mean()-Z LAYING 13 -0.0582718748712538
tBodyGyroJerk-mean()-Z LAYING 18 -0.0568482569002198
tBodyGyroJerk-mean()-Z LAYING 20 -0.0543001277610169
tBodyGyroJerk-mean()-Z LAYING 24 -0.0552987683401575
tBodyGyroJerk-mean()-Z SITTING 22 -0.0743422650272727
tBodyGyroJerk-mean()-Z SITTING 23 -0.0621959093526344
tBodyGyroJerk-mean()-Z SITTING 25 -0.0555782223647433
tBodyGyroJerk-mean()-Z SITTING 26 -0.0558282743354031
tBodyGyroJerk-mean()-Z SITTING 27 -0.0586254676047872
tBodyGyroJerk-mean()-Z SITTING 28 -0.0591893236052913
tBodyGyroJerk-mean()-Z STANDING 2 -0.0557541828188742
tBodyGyroJerk-mean()-Z STANDING 4 -0.0578089304000631
tBodyGyroJerk-mean()-Z STANDING 9 -0.053402884281875
tBodyGyroJerk-mean()-Z STANDING 10 -0.0519245405385417
tBodyGyroJerk-mean()-Z STANDING 28 -0.0626159225017045
tBodyGyroJerk-mean()-Z STANDING 29 -0.052785999031686
tBodyGyroJerk-mean()-Z STANDING 30 -0.0493556177875196
tBodyGyroJerk-mean()-Z WALKING 1 -0.0471393985477522
tBodyGyroJerk-mean()-Z WALKING 3 -0.0521178264170088
tBodyGyroJerk-mean()-Z WALKING 5 -0.0506258160122517
tBodyGyroJerk-mean()-Z WALKING 6 -0.0533610323667692
tBodyGyroJerk-mean()-Z WALKING 7 -0.0610307928148701
tBodyGyroJerk-mean()-Z WALKING 8 -0.0602582019292929
tBodyGyroJerk-mean()-Z WALKING_DOWNSTAIRS 17 -0.0505134530712979
tBodyGyroJerk-mean()-Z WALKING_DOWNSTAIRS 19 -0.0569649444286944
tBodyGyroJerk-mean()-Z WALKING_DOWNSTAIRS 21 -0.0533861046416422
tBodyGyroJerk-mean()-Z WALKING_DOWNSTAIRS 22 -0.0570277658573913
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 8 -0.0572174004291209
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 11 -0.0480140167267405
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 14 -0.0450693836894427
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 15 -0.0555645456881098
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 16 -0.0539470410873497
tBodyGyroJerk-mean()-Z WALKING_UPSTAIRS 17 -0.0547796899655172
tBodyGyroJerk-std()-X LAYING 10 -0.632505796969697
tBodyGyroJerk-std()-X LAYING 12 -0.709726149496875
tBodyGyroJerk-std()-X LAYING 13 -0.715772980189602
tBodyGyroJerk-std()-X LAYING 18 -0.842893477884615
tBodyGyroJerk-std()-X LAYING 20 -0.698354145936441
tBodyGyroJerk-std()-X LAYING 24 -0.764490030609974
tBodyGyroJerk-std()-X SITTING 22 -0.388955637727273
tBodyGyroJerk-std()-X SITTING 23 -0.728692138333333
tBodyGyroJerk-std()-X SITTING 25 -0.768682473178484
tBodyGyroJerk-std()-X SITTING 26 -0.732321370690816
tBodyGyroJerk-std()-X SITTING 27 -0.8210758325
tBodyGyroJerk-std()-X SITTING 28 -0.746765237315534
tBodyGyroJerk-std()-X STANDING 2 -0.671679103311258
tBodyGyroJerk-std()-X STANDING 4 -0.723788617823344
tBodyGyroJerk-std()-X STANDING 9 -0.7617108665625
tBodyGyroJerk-std()-X STANDING 10 -0.849140011666667
tBodyGyroJerk-std()-X STANDING 28 -0.689791758278409
tBodyGyroJerk-std()-X STANDING 29 -0.736117664139535
tBodyGyroJerk-std()-X STANDING 30 -0.780636429556136
tBodyGyroJerk-std()-X WALKING 1 -0.637812687210375
tBodyGyroJerk-std()-X WALKING 3 -0.689328428607038
tBodyGyroJerk-std()-X WALKING 5 -0.662581310334437
tBodyGyroJerk-std()-X WALKING 6 -0.546009968372308
tBodyGyroJerk-std()-X WALKING 7 -0.701731200484416
tBodyGyroJerk-std()-X WALKING 8 -0.735883130212121
tBodyGyroJerk-std()-X WALKING_DOWNSTAIRS 17 -0.770982322212389
tBodyGyroJerk-std()-X WALKING_DOWNSTAIRS 19 -0.618836206634444
tBodyGyroJerk-std()-X WALKING_DOWNSTAIRS 21 -0.792483156720588
tBodyGyroJerk-std()-X WALKING_DOWNSTAIRS 22 -0.732439672053512
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 8 -0.641858248288461
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 11 -0.781738140601266
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 14 -0.7862917325387
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 15 -0.731382711036585
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 16 -0.858298719153005
tBodyGyroJerk-std()-X WALKING_UPSTAIRS 17 -0.991854138275862
tBodyGyroJerk-std()-Y LAYING 10 -0.708431890757576
tBodyGyroJerk-std()-Y LAYING 12 -0.8112325993125
tBodyGyroJerk-std()-Y LAYING 13 -0.718988591831804
tBodyGyroJerk-std()-Y LAYING 18 -0.884050472967033
tBodyGyroJerk-std()-Y LAYING 20 -0.684280685533898
tBodyGyroJerk-std()-Y LAYING 24 -0.792718702440945
tBodyGyroJerk-std()-Y SITTING 22 -0.665547723636364
tBodyGyroJerk-std()-Y SITTING 23 -0.546043593651882
tBodyGyroJerk-std()-Y SITTING 25 -0.902628080757946
tBodyGyroJerk-std()-Y SITTING 26 -0.836112175331633
tBodyGyroJerk-std()-Y SITTING 27 -0.837320211489362
tBodyGyroJerk-std()-Y SITTING 28 -0.847302632669903
tBodyGyroJerk-std()-Y STANDING 2 -0.783595466728477
tBodyGyroJerk-std()-Y STANDING 4 -0.902502592618297
tBodyGyroJerk-std()-Y STANDING 9 -0.773273878854167
tBodyGyroJerk-std()-Y STANDING 10 -0.892824673645833
tBodyGyroJerk-std()-Y STANDING 28 -0.798979959488636
tBodyGyroJerk-std()-Y STANDING 29 -0.853639613139535
tBodyGyroJerk-std()-Y STANDING 30 -0.79894807305483
tBodyGyroJerk-std()-Y WALKING 1 -0.634472244550432
tBodyGyroJerk-std()-Y WALKING 3 -0.842659862111437
tBodyGyroJerk-std()-Y WALKING 5 -0.774114270364238
tBodyGyroJerk-std()-Y WALKING 6 -0.677635980501539
tBodyGyroJerk-std()-Y WALKING 7 -0.674920114957468
tBodyGyroJerk-std()-Y WALKING 8 -0.817212596262626
tBodyGyroJerk-std()-Y WALKING_DOWNSTAIRS 17 -0.811674344749263
tBodyGyroJerk-std()-Y WALKING_DOWNSTAIRS 19 -0.725991380623889
tBodyGyroJerk-std()-Y WALKING_DOWNSTAIRS 21 -0.815859336004902
tBodyGyroJerk-std()-Y WALKING_DOWNSTAIRS 22 -0.874226384113712
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 8 -0.610128463632967
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 11 -0.868377254082279
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 14 -0.6979155314613
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 15 -0.853956592073171
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 16 -0.86957312057377
tBodyGyroJerk-std()-Y WALKING_UPSTAIRS 17 -0.993318104482759
tBodyGyroJerk-std()-Z LAYING 10 -0.607442629772727
tBodyGyroJerk-std()-Z LAYING 12 -0.749351860259375
tBodyGyroJerk-std()-Z LAYING 13 -0.712716428498471
tBodyGyroJerk-std()-Z LAYING 18 -0.83861466293956
tBodyGyroJerk-std()-Z LAYING 20 -0.636715878557062
tBodyGyroJerk-std()-Z LAYING 24 -0.796816516614173
tBodyGyroJerk-std()-Z SITTING 22 -0.482172029090909
tBodyGyroJerk-std()-Z SITTING 23 -0.740518145887097
tBodyGyroJerk-std()-Z SITTING 25 -0.831848667286064
tBodyGyroJerk-std()-Z SITTING 26 -0.773101524821429
tBodyGyroJerk-std()-Z SITTING 27 -0.782945588829787
tBodyGyroJerk-std()-Z SITTING 28 -0.793601885631068
tBodyGyroJerk-std()-Z STANDING 2 -0.674611933293046
tBodyGyroJerk-std()-Z STANDING 4 -0.748369141315457
tBodyGyroJerk-std()-Z STANDING 9 -0.744656038298611
tBodyGyroJerk-std()-Z STANDING 10 -0.850475350104167
tBodyGyroJerk-std()-Z STANDING 28 -0.741845433806818
tBodyGyroJerk-std()-Z STANDING 29 -0.770221314302326
tBodyGyroJerk-std()-Z STANDING 30 -0.76322854691906
tBodyGyroJerk-std()-Z WALKING 1 -0.664591977786455
tBodyGyroJerk-std()-Z WALKING 3 -0.743028500565982
tBodyGyroJerk-std()-Z WALKING 5 -0.564680771249007
tBodyGyroJerk-std()-Z WALKING 6 -0.526908306306892
tBodyGyroJerk-std()-Z WALKING 7 -0.750808705594156
tBodyGyroJerk-std()-Z WALKING 8 -0.821631316060606
tBodyGyroJerk-std()-Z WALKING_DOWNSTAIRS 17 -0.792412597492625
tBodyGyroJerk-std()-Z WALKING_DOWNSTAIRS 19 -0.686684583831583
tBodyGyroJerk-std()-Z WALKING_DOWNSTAIRS 21 -0.812017312181373
tBodyGyroJerk-std()-Z WALKING_DOWNSTAIRS 22 -0.761410622511706
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 8 -0.627616233532967
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 11 -0.795490882468354
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 14 -0.638299064788854
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 15 -0.795626198384146
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 16 -0.837039926065574
tBodyGyroJerk-std()-Z WALKING_UPSTAIRS 17 -0.993400307586207
tBodyGyroJerkMag-mean() LAYING 10 -0.665691018181818
tBodyGyroJerkMag-mean() LAYING 12 -0.77729447821875
tBodyGyroJerkMag-mean() LAYING 13 -0.712745036012232
tBodyGyroJerkMag-mean() LAYING 18 -0.859899942335165
tBodyGyroJerkMag-mean() LAYING 20 -0.684048497355932
tBodyGyroJerkMag-mean() LAYING 24 -0.791646550787402
tBodyGyroJerkMag-mean() SITTING 22 -0.543885972272727
tBodyGyroJerkMag-mean() SITTING 23 -0.623412641977151
tBodyGyroJerkMag-mean() SITTING 25 -0.849630706259169
tBodyGyroJerkMag-mean() SITTING 26 -0.798325916709184
tBodyGyroJerkMag-mean() SITTING 27 -0.823067662473404
tBodyGyroJerkMag-mean() SITTING 28 -0.813718189757282
tBodyGyroJerkMag-mean() STANDING 2 -0.746559539039735
tBodyGyroJerkMag-mean() STANDING 4 -0.819191368044164
tBodyGyroJerkMag-mean() STANDING 9 -0.7629795809375
tBodyGyroJerkMag-mean() STANDING 10 -0.876313803854167
tBodyGyroJerkMag-mean() STANDING 28 -0.760708643386364
tBodyGyroJerkMag-mean() STANDING 29 -0.802293906366279
tBodyGyroJerkMag-mean() STANDING 30 -0.785870931331593
tBodyGyroJerkMag-mean() WALKING 1 -0.639517432642651
tBodyGyroJerkMag-mean() WALKING 3 -0.784056656246334
tBodyGyroJerkMag-mean() WALKING 5 -0.707383517582782
tBodyGyroJerkMag-mean() WALKING 6 -0.621936158532308
tBodyGyroJerkMag-mean() WALKING 7 -0.713191348337662
tBodyGyroJerkMag-mean() WALKING 8 -0.790885296565657
tBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 17 -0.794708804985251
tBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 19 -0.683436541824444
tBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 21 -0.807817403137255
tBodyGyroJerkMag-mean() WALKING_DOWNSTAIRS 22 -0.813134479966555
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 8 -0.60984136456044
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 11 -0.826829028481013
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 14 -0.700520939854799
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 15 -0.805282669512195
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 16 -0.860446372459016
tBodyGyroJerkMag-mean() WALKING_UPSTAIRS 17 -0.994309820689655
tBodyGyroJerkMag-std() LAYING 10 -0.714913442525253
tBodyGyroJerkMag-std() LAYING 12 -0.7863865328125
tBodyGyroJerkMag-std() LAYING 13 -0.712056186747706
tBodyGyroJerkMag-std() LAYING 18 -0.88856533728022
tBodyGyroJerkMag-std() LAYING 20 -0.683503744537853
tBodyGyroJerkMag-std() LAYING 24 -0.788997850813648
tBodyGyroJerkMag-std() SITTING 22 -0.644416388636364
tBodyGyroJerkMag-std() SITTING 23 -0.573942888021613
tBodyGyroJerkMag-std() SITTING 25 -0.872776184449878
tBodyGyroJerkMag-std() SITTING 26 -0.818279112908163
tBodyGyroJerkMag-std() SITTING 27 -0.837212879564096
tBodyGyroJerkMag-std() SITTING 28 -0.824174463058252
tBodyGyroJerkMag-std() STANDING 2 -0.740088733655629
tBodyGyroJerkMag-std() STANDING 4 -0.844187064164038
tBodyGyroJerkMag-std() STANDING 9 -0.786176892048611
tBodyGyroJerkMag-std() STANDING 10 -0.880007876041667
tBodyGyroJerkMag-std() STANDING 28 -0.784159789318182
tBodyGyroJerkMag-std() STANDING 29 -0.840156364186047
tBodyGyroJerkMag-std() STANDING 30 -0.810398514673629
tBodyGyroJerkMag-std() WALKING 1 -0.652050770910663
tBodyGyroJerkMag-std() WALKING 3 -0.80366136372434
tBodyGyroJerkMag-std() WALKING 5 -0.734187493344371
tBodyGyroJerkMag-std() WALKING 6 -0.644474485460492
tBodyGyroJerkMag-std() WALKING 7 -0.658017844948377
tBodyGyroJerkMag-std() WALKING 8 -0.825828347373737
tBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 17 -0.810882493864307
tBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 19 -0.7255986988425
tBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 21 -0.82408989995098
tBodyGyroJerkMag-std() WALKING_DOWNSTAIRS 22 -0.839890422274247
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 8 -0.656008680989011
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 11 -0.866905012626582
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 14 -0.727023009383901
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 15 -0.837120078079268
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 16 -0.87480016568306
tBodyGyroJerkMag-std() WALKING_UPSTAIRS 17 -0.993276945862069
tBodyGyroMag-mean() LAYING 10 -0.388314506775758
tBodyGyroMag-mean() LAYING 12 -0.63166805889875
tBodyGyroMag-mean() LAYING 13 -0.581215403184709
tBodyGyroMag-mean() LAYING 18 -0.714735668626374
tBodyGyroMag-mean() LAYING 20 -0.516861235888701
tBodyGyroMag-mean() LAYING 24 -0.682447212750656
tBodyGyroMag-mean() SITTING 22 -0.137333612554545
tBodyGyroMag-mean() SITTING 23 -0.544207964433387
tBodyGyroMag-mean() SITTING 25 -0.625733064258924
tBodyGyroMag-mean() SITTING 26 -0.694597662936224
tBodyGyroMag-mean() SITTING 27 -0.694016019806117
tBodyGyroMag-mean() SITTING 28 -0.683567422362136
tBodyGyroMag-mean() STANDING 2 -0.614771054893146
tBodyGyroMag-mean() STANDING 4 -0.656291093847319
tBodyGyroMag-mean() STANDING 9 -0.550201866572569
tBodyGyroMag-mean() STANDING 10 -0.797174474479167
tBodyGyroMag-mean() STANDING 28 -0.607539045567045
tBodyGyroMag-mean() STANDING 29 -0.602228993700349
tBodyGyroMag-mean() STANDING 30 -0.510032754098198
tBodyGyroMag-mean() WALKING 1 -0.475404785802305
tBodyGyroMag-mean() WALKING 3 -0.643150121648094
tBodyGyroMag-mean() WALKING 5 -0.602770284825828
tBodyGyroMag-mean() WALKING 6 -0.549494852037046
tBodyGyroMag-mean() WALKING 7 -0.581899897967532
tBodyGyroMag-mean() WALKING 8 -0.663265892582828
tBodyGyroMag-mean() WALKING_DOWNSTAIRS 17 -0.649912792768584
tBodyGyroMag-mean() WALKING_DOWNSTAIRS 19 -0.548919668132222
tBodyGyroMag-mean() WALKING_DOWNSTAIRS 21 -0.693779224517157
tBodyGyroMag-mean() WALKING_DOWNSTAIRS 22 -0.674479870696321
tBodyGyroMag-mean() WALKING_UPSTAIRS 8 -0.374467449722308
tBodyGyroMag-mean() WALKING_UPSTAIRS 11 -0.628367851066456
tBodyGyroMag-mean() WALKING_UPSTAIRS 14 -0.416459776709257
tBodyGyroMag-mean() WALKING_UPSTAIRS 15 -0.617721779796037
tBodyGyroMag-mean() WALKING_UPSTAIRS 16 -0.718168775628415
tBodyGyroMag-mean() WALKING_UPSTAIRS 17 -0.983299607586207
tBodyGyroMag-std() LAYING 10 -0.522604974987475
tBodyGyroMag-std() LAYING 12 -0.68485805678325
tBodyGyroMag-std() LAYING 13 -0.636364939544342
tBodyGyroMag-std() LAYING 18 -0.775779058758242
tBodyGyroMag-std() LAYING 20 -0.580023613494576
tBodyGyroMag-std() LAYING 24 -0.742983126606299
tBodyGyroMag-std() SITTING 22 -0.223751816518182
tBodyGyroMag-std() SITTING 23 -0.541949073660753
tBodyGyroMag-std() SITTING 25 -0.68515279467066
tBodyGyroMag-std() SITTING 26 -0.751833690215051
tBodyGyroMag-std() SITTING 27 -0.754713306440957
tBodyGyroMag-std() SITTING 28 -0.737683990849515
tBodyGyroMag-std() STANDING 2 -0.680584887880795
tBodyGyroMag-std() STANDING 4 -0.706738493542587
tBodyGyroMag-std() STANDING 9 -0.663198385034722
tBodyGyroMag-std() STANDING 10 -0.834377870416667
tBodyGyroMag-std() STANDING 28 -0.679673857163068
tBodyGyroMag-std() STANDING 29 -0.653732301592151
tBodyGyroMag-std() STANDING 30 -0.573779428671018
tBodyGyroMag-std() WALKING 1 -0.499839593745821
tBodyGyroMag-std() WALKING 3 -0.674010290979472
tBodyGyroMag-std() WALKING 5 -0.664078383532781
tBodyGyroMag-std() WALKING 6 -0.579837818063692
tBodyGyroMag-std() WALKING 7 -0.598670795839286
tBodyGyroMag-std() WALKING 8 -0.72093816099596
tBodyGyroMag-std() WALKING_DOWNSTAIRS 17 -0.730340424530973
tBodyGyroMag-std() WALKING_DOWNSTAIRS 19 -0.610093380740278
tBodyGyroMag-std() WALKING_DOWNSTAIRS 21 -0.761303119652451
tBodyGyroMag-std() WALKING_DOWNSTAIRS 22 -0.709682201686622
tBodyGyroMag-std() WALKING_UPSTAIRS 8 -0.505532707924725
tBodyGyroMag-std() WALKING_UPSTAIRS 11 -0.696771378957911
tBodyGyroMag-std() WALKING_UPSTAIRS 14 -0.471486714606811
tBodyGyroMag-std() WALKING_UPSTAIRS 15 -0.675336960047866
tBodyGyroMag-std() WALKING_UPSTAIRS 16 -0.78482286579235
tBodyGyroMag-std() WALKING_UPSTAIRS 17 -0.981656969655172
tGravityAcc-mean()-X LAYING 10 0.740684960252525
tGravityAcc-mean()-X LAYING 12 0.69922245131875
tGravityAcc-mean()-X LAYING 13 0.709996516908257
tGravityAcc-mean()-X LAYING 18 0.716863248351648
tGravityAcc-mean()-X LAYING 20 0.628040637177966
tGravityAcc-mean()-X LAYING 24 0.69498126808399
tGravityAcc-mean()-X SITTING 22 0.870172199545455
tGravityAcc-mean()-X SITTING 23 0.662324737580645
tGravityAcc-mean()-X SITTING 25 0.672386622127139
tGravityAcc-mean()-X SITTING 26 0.615123534668367
tGravityAcc-mean()-X SITTING 27 0.627230079867021
tGravityAcc-mean()-X SITTING 28 0.647073359805825
tGravityAcc-mean()-X STANDING 2 0.660782866688742
tGravityAcc-mean()-X STANDING 4 0.706593043123028
tGravityAcc-mean()-X STANDING 9 0.670845545555556
tGravityAcc-mean()-X STANDING 10 0.441236068541667
tGravityAcc-mean()-X STANDING 28 0.596489908068182
tGravityAcc-mean()-X STANDING 29 0.683067625610465
tGravityAcc-mean()-X STANDING 30 0.696858200678851
tGravityAcc-mean()-X WALKING 1 0.744867411573487
tGravityAcc-mean()-X WALKING 3 0.707814353343108
tGravityAcc-mean()-X WALKING 5 0.698153719072848
tGravityAcc-mean()-X WALKING 6 0.688702063569231
tGravityAcc-mean()-X WALKING 7 0.681289120844156
tGravityAcc-mean()-X WALKING 8 0.601782571919192
tGravityAcc-mean()-X WALKING_DOWNSTAIRS 17 0.681018816489676
tGravityAcc-mean()-X WALKING_DOWNSTAIRS 19 0.475323016
tGravityAcc-mean()-X WALKING_DOWNSTAIRS 21 0.645775957808824
tGravityAcc-mean()-X WALKING_DOWNSTAIRS 22 0.590202951371237
tGravityAcc-mean()-X WALKING_UPSTAIRS 8 0.672365454230769
tGravityAcc-mean()-X WALKING_UPSTAIRS 11 0.730526184936709
tGravityAcc-mean()-X WALKING_UPSTAIRS 14 0.672081224882353
tGravityAcc-mean()-X WALKING_UPSTAIRS 15 0.688872511512195
tGravityAcc-mean()-X WALKING_UPSTAIRS 16 0.700906130308743
tGravityAcc-mean()-X WALKING_UPSTAIRS 17 0.908399606896552
tGravityAcc-mean()-Y LAYING 10 -0.207161356161616
tGravityAcc-mean()-Y LAYING 12 0.029976775735
tGravityAcc-mean()-Y LAYING 13 -0.0420858101162079
tGravityAcc-mean()-Y LAYING 18 -0.01578199625
tGravityAcc-mean()-Y LAYING 20 -0.0373059475847458
tGravityAcc-mean()-Y LAYING 24 0.0729509702152231
tGravityAcc-mean()-Y SITTING 22 -0.350769156818182
tGravityAcc-mean()-Y SITTING 23 0.0146209197354839
tGravityAcc-mean()-Y SITTING 25 0.0471601427530562
tGravityAcc-mean()-Y SITTING 26 0.10870478277551
tGravityAcc-mean()-Y SITTING 27 0.032242387143617
tGravityAcc-mean()-Y SITTING 28 -0.137379481334951
tGravityAcc-mean()-Y STANDING 2 -0.147219886910411
tGravityAcc-mean()-Y STANDING 4 0.112591195496986
tGravityAcc-mean()-Y STANDING 9 -0.0467446999509028
tGravityAcc-mean()-Y STANDING 10 0.2005691803125
tGravityAcc-mean()-Y STANDING 28 -0.159514371232955
tGravityAcc-mean()-Y STANDING 29 0.115489757911628
tGravityAcc-mean()-Y STANDING 30 0.0512698188974987
tGravityAcc-mean()-Y WALKING 1 -0.0825562579855908
tGravityAcc-mean()-Y WALKING 3 -0.0260590480328739
tGravityAcc-mean()-Y WALKING 5 0.112313109736755
tGravityAcc-mean()-Y WALKING 6 0.0162055455953846
tGravityAcc-mean()-Y WALKING 7 -0.0420221452496753
tGravityAcc-mean()-Y WALKING 8 0.187298246666667
tGravityAcc-mean()-Y WALKING_DOWNSTAIRS 17 0.00208485938053097
tGravityAcc-mean()-Y WALKING_DOWNSTAIRS 19 0.0964052626666667
tGravityAcc-mean()-Y WALKING_DOWNSTAIRS 21 -0.0750963071446078
tGravityAcc-mean()-Y WALKING_DOWNSTAIRS 22 0.059637422
tGravityAcc-mean()-Y WALKING_UPSTAIRS 8 -0.0550675502272528
tGravityAcc-mean()-Y WALKING_UPSTAIRS 11 0.0527387028613924
tGravityAcc-mean()-Y WALKING_UPSTAIRS 14 -0.111701388781115
tGravityAcc-mean()-Y WALKING_UPSTAIRS 15 0.102660491875
tGravityAcc-mean()-Y WALKING_UPSTAIRS 16 -0.0605235993797814
tGravityAcc-mean()-Y WALKING_UPSTAIRS 17 -0.198659870344828
tGravityAcc-mean()-Z LAYING 10 0.108410428305944
tGravityAcc-mean()-Z LAYING 12 0.0330295544910625
tGravityAcc-mean()-Z LAYING 13 0.0443010536786239
tGravityAcc-mean()-Z LAYING 18 0.0899901746593407
tGravityAcc-mean()-Z LAYING 20 0.10723075947935
tGravityAcc-mean()-Z LAYING 24 0.0623227714146982
tGravityAcc-mean()-Z SITTING 22 -0.1765357405
tGravityAcc-mean()-Z SITTING 23 0.0518662466372043
tGravityAcc-mean()-Z SITTING 25 0.239226040930391
tGravityAcc-mean()-Z SITTING 26 0.234107010472449
tGravityAcc-mean()-Z SITTING 27 0.14116869604876
tGravityAcc-mean()-Z SITTING 28 -0.00797649700048543
